Plant,State,District,Climate_Season,Agri_Season,Month,Year,Soil_Type,Rainfall_Level,Festival,Expected_Yield_kg_per_acre,Growth_Score,Image_Class,Demand_Level,Price_Index,Supply_Level,Is_Perishable,Reason_for_Demand
Millet,Tamil Nadu,Kancheepuram,Winter,Rabi,January,2021,Black,High,Lohri,1474,62,4,4,5,7,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Perambalur,Summer,Kharif,May,2015,Red,Medium,Wedding Season,2980,59,3,9,9,8,0,Turmeric used in auspicious rituals and ceremonies
Sesame,Tamil Nadu,Vellore,Summer,Kharif,April,2019,Alluvial,Medium,Wedding Season,771,77,4,4,3,4,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Vellore,Autumn,Kharif,October,2010,Alluvial,High,Dussehra,3170,52,3,3,4,5,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Kallakurichi,Winter,Rabi,January,2018,Red,High,Pongal,1694,39,2,5,5,5,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Ranipet,Winter,Rabi,January,2013,Black,High,Pongal,740,37,2,3,3,8,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Viluppuram,Summer,Kharif,April,2011,Laterite,High,Ugadi,3091,41,3,5,6,8,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Thanjavur,Summer,Kharif,April,2023,Alluvial,High,Ugadi,5097,65,4,5,4,7,1,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Ariyalur,Winter,Rabi,January,2010,Red,Medium,Makar Sankranti,3546,56,3,10,10,7,0,Staple grain used widely in festive meals and offerings
Rice,Tamil Nadu,Ranipet,Summer,Kharif,April,2016,Laterite,High,Ugadi,4019,84,5,5,6,5,0,Staple grain used widely in festive meals and offerings
Banana,Tamil Nadu,Dindigul,Winter,Rabi,January,2018,Black,High,Lohri,3171,48,3,5,6,4,1,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Tiruppur,Autumn,Kharif,October,2011,Red,High,Navratri,3958,74,4,10,10,5,0,Staple grain used widely in festive meals and offerings
Sugarcane,Tamil Nadu,Karur,Summer,Kharif,April,2023,Alluvial,High,Ugadi,40122,73,4,6,8,7,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Pudukkottai,Autumn,Kharif,October,2018,Laterite,High,Navratri,1731,53,3,5,5,7,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Ramanathapuram,Autumn,Kharif,October,2011,Laterite,High,Navratri,2289,87,5,9,9,7,1,High floral demand for garlands and decorations
Turmeric,Tamil Nadu,Nilgiris,Winter,Rabi,January,2023,Red,Medium,Lohri,2721,48,3,4,1,8,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Thanjavur,Winter,Rabi,January,2024,Red,High,Makar Sankranti,2960,62,4,7,9,6,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Chennai,Spring,Rabi,March,2017,Alluvial,Medium,Wedding Season,1256,55,3,3,4,5,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Coimbatore,Winter,Rabi,January,2013,Alluvial,High,Pongal,3017,70,4,4,5,6,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Kancheepuram,Spring,Rabi,March,2015,Alluvial,High,Ram Navami,3157,68,4,6,7,4,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Dindigul,Spring,Rabi,March,2013,Laterite,High,Ugadi,2902,45,3,6,6,7,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Perambalur,Autumn,Kharif,October,2016,Laterite,Medium,Dussehra,2782,85,5,7,4,8,1,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Sivaganga,Winter,Rabi,December,2017,Red,High,Wedding Season,3797,65,4,10,10,8,0,Staple grain used widely in festive meals and offerings
Banana,Tamil Nadu,Tiruppur,Autumn,Kharif,October,2018,Red,High,Dussehra,3087,82,5,7,7,8,1,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Perambalur,Summer,Kharif,April,2016,Red,High,Vishu,2704,70,4,7,6,4,1,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Salem,Summer,Kharif,April,2023,Alluvial,Medium,Wedding Season,3035,80,4,10,9,8,1,Banana fruits and leaves used in rituals and feasts
Jasmine,Tamil Nadu,Viluppuram,Winter,Rabi,January,2015,Red,High,Lohri,2713,49,3,7,6,8,1,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Tiruvarur,Autumn,Kharif,October,2016,Red,Medium,Dussehra,2603,84,5,7,8,7,1,High floral demand for garlands and decorations
Cotton,Tamil Nadu,Erode,Spring,Rabi,March,2021,Laterite,High,Ram Navami,856,57,3,7,9,6,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Vellore,Summer,Kharif,April,2015,Black,High,Vishu,2715,64,4,3,1,8,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Cuddalore,Autumn,Kharif,October,2016,Red,Medium,Dussehra,1514,74,4,5,7,4,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tiruvarur,Autumn,Kharif,October,2012,Black,High,Navratri,40261,75,4,10,8,6,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Ranipet,Winter,Rabi,December,2019,Black,High,Christmas,971,48,3,6,4,7,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Tirunelveli,Summer,Kharif,April,2022,Red,High,Vishu,1561,75,4,4,4,8,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Tiruvannamalai,Summer,Kharif,April,2010,Red,High,Vishu,1146,74,4,7,5,6,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Erode,Spring,Rabi,March,2017,Alluvial,High,Ugadi,937,62,4,7,7,6,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Tenkasi,Winter,Rabi,January,2020,Red,High,Pongal,5076,36,2,10,10,5,1,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Dharmapuri,Autumn,Kharif,October,2017,Red,High,Diwali,1288,86,5,4,5,4,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tiruvarur,Winter,Rabi,December,2017,Laterite,High,Christmas,40462,63,4,3,5,4,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Viluppuram,Summer,Kharif,April,2014,Black,High,Vishu,3164,52,3,4,6,5,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Dharmapuri,Spring,Rabi,March,2012,Black,Medium,Ram Navami,2866,48,3,4,2,4,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Coimbatore,Summer,Kharif,April,2022,Red,High,Ugadi,2679,68,4,5,5,4,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Tiruchirappalli,Winter,Rabi,January,2020,Laterite,High,Lohri,3561,68,4,3,3,6,0,Staple grain used widely in festive meals and offerings
Rice,Tamil Nadu,Ramanathapuram,Spring,Rabi,March,2018,Red,High,Wedding Season,3595,61,4,8,9,5,0,Staple grain used widely in festive meals and offerings
Cotton,Tamil Nadu,Thanjavur,Autumn,Kharif,October,2010,Black,Medium,Navratri,979,97,5,3,3,8,0,Used for diya wicks and traditional textiles
Groundnut,Tamil Nadu,Viluppuram,Spring,Rabi,March,2016,Black,Medium,Holi,1315,34,2,6,7,6,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Kancheepuram,Autumn,Kharif,July,2024,Red,High,Rath Yatra,1441,68,4,7,5,4,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tiruvarur,Autumn,Kharif,October,2013,Laterite,High,Dussehra,40308,67,4,3,3,6,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Tenkasi,Spring,Rabi,March,2024,Red,High,Holi,999,38,2,3,4,8,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Erode,Winter,Rabi,November,2023,Black,High,Diwali,2481,37,2,10,10,5,1,High floral demand for garlands and decorations
Wheat,Tamil Nadu,Nagapattinam,Autumn,Kharif,October,2024,Red,High,Diwali,3425,36,2,7,8,6,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Pudukkottai,Summer,Kharif,April,2016,Laterite,Medium,Ugadi,795,76,4,5,4,4,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Tiruchirappalli,Autumn,Kharif,October,2013,Red,High,Navratri,1305,74,4,4,4,8,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Sivaganga,Summer,Kharif,June,2010,Black,Medium,Rath Yatra,1553,59,3,7,7,8,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Mayiladuthurai,Autumn,Kharif,October,2015,Alluvial,Medium,Dussehra,782,58,3,7,6,6,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Pudukkottai,Winter,Rabi,January,2013,Alluvial,High,Lohri,3904,64,4,3,1,4,0,Staple grain used widely in festive meals and offerings
Groundnut,Tamil Nadu,Vellore,Summer,Kharif,April,2013,Black,High,Vishu,1427,66,4,3,3,7,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Nagapattinam,Winter,Rabi,January,2019,Red,High,Lohri,3723,48,3,4,4,5,0,Staple grain used widely in festive meals and offerings
Sugarcane,Tamil Nadu,Viluppuram,Winter,Rabi,January,2014,Red,High,Pongal,40126,40,2,10,9,6,0,Harvest festival rituals use sugarcane heavily
Groundnut,Tamil Nadu,Kancheepuram,Winter,Rabi,January,2020,Alluvial,Medium,Pongal,1244,57,3,7,9,7,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Theni,Winter,Rabi,November,2022,Laterite,High,Diwali,4962,46,3,9,7,6,1,High floral demand for garlands and decorations
Turmeric,Tamil Nadu,Nagapattinam,Winter,Rabi,December,2023,Red,High,Christmas,2828,55,3,3,3,7,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Pudukkottai,Winter,Rabi,December,2020,Red,High,Wedding Season,5226,54,3,10,10,5,1,High floral demand for garlands and decorations
Banana,Tamil Nadu,Tiruchirappalli,Summer,Kharif,April,2010,Black,Medium,Ram Navami,3229,56,3,7,5,4,1,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Tiruvallur,Winter,Rabi,December,2013,Black,High,Christmas,3766,52,3,6,5,7,0,Staple grain used widely in festive meals and offerings
Sesame,Tamil Nadu,Tirupathur,Winter,Rabi,January,2018,Red,High,Makar Sankranti,806,32,2,4,2,5,0,Til-based sweets and snacks drive demand
Jasmine,Tamil Nadu,Pudukkottai,Spring,Rabi,March,2018,Red,Medium,Ram Navami,2494,40,2,4,4,8,1,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Kancheepuram,Winter,Rabi,December,2011,Black,High,Christmas,733,70,4,3,1,7,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Theni,Summer,Kharif,April,2013,Red,Medium,Vishu,2547,58,3,5,7,7,1,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Pudukkottai,Winter,Rabi,December,2017,Red,High,Christmas,2329,46,3,7,6,4,1,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Salem,Summer,Kharif,April,2021,Red,High,Ram Navami,2474,68,4,7,5,8,1,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Kallakurichi,Summer,Kharif,April,2022,Alluvial,Medium,Ugadi,2746,56,3,3,2,7,1,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Pudukkottai,Autumn,Kharif,October,2023,Alluvial,Medium,Diwali,3014,56,3,4,3,8,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Salem,Winter,Rabi,December,2018,Black,Medium,Christmas,4756,41,3,3,4,4,1,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Vellore,Summer,Kharif,April,2010,Alluvial,Medium,Vishu,3297,58,3,3,3,8,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tirunelveli,Autumn,Kharif,October,2016,Alluvial,Medium,Diwali,40161,71,4,9,10,4,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tiruchirappalli,Summer,Kharif,April,2023,Red,Medium,Ram Navami,40140,60,3,6,4,6,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Virudhunagar,Spring,Rabi,March,2023,Red,High,Holi,3211,33,2,9,10,7,1,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Virudhunagar,Autumn,Kharif,July,2013,Black,Medium,Rath Yatra,3505,76,4,6,7,4,0,Staple grain used widely in festive meals and offerings
Banana,Tamil Nadu,Tenkasi,Spring,Rabi,March,2020,Black,High,Ram Navami,3164,56,3,5,4,4,1,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Ariyalur,Spring,Rabi,March,2024,Alluvial,Medium,Holi,3105,50,3,8,9,8,1,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Dharmapuri,Winter,Rabi,November,2019,Alluvial,High,Wedding Season,1394,46,3,6,4,4,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Kancheepuram,Autumn,Kharif,July,2020,Red,High,Rath Yatra,1522,80,4,5,7,7,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Chennai,Summer,Kharif,April,2024,Black,High,Vishu,2842,75,4,3,5,4,1,Banana fruits and leaves used in rituals and feasts
Rice,Tamil Nadu,Madurai,Winter,Rabi,December,2017,Red,High,Christmas,3789,61,4,5,3,5,0,Staple grain used widely in festive meals and offerings
Turmeric,Tamil Nadu,Ariyalur,Winter,Rabi,January,2015,Red,High,Pongal,2985,60,3,8,10,7,0,Turmeric used in auspicious rituals and ceremonies
Millet,Tamil Nadu,Madurai,Summer,Kharif,May,2013,Laterite,Medium,Wedding Season,1448,59,3,4,6,6,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Ranipet,Spring,Rabi,March,2015,Black,High,Holi,40463,44,3,9,10,5,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Tiruchirappalli,Winter,Rabi,January,2024,Black,High,Pongal,793,36,2,5,4,6,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tiruppur,Winter,Rabi,November,2020,Laterite,High,Diwali,40105,52,3,9,7,8,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Chengalpattu,Winter,Rabi,January,2022,Black,High,Makar Sankranti,593,68,4,4,6,5,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Theni,Spring,Rabi,March,2013,Black,Medium,Wedding Season,792,65,4,3,1,5,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Viluppuram,Summer,Kharif,April,2010,Alluvial,High,Ugadi,2910,73,4,4,3,4,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Sivaganga,Winter,Rabi,November,2013,Red,High,Wedding Season,4776,58,3,9,10,4,1,High floral demand for garlands and decorations
Turmeric,Tamil Nadu,Dharmapuri,Winter,Rabi,January,2015,Red,High,Lohri,2880,54,3,3,3,8,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Tiruppur,Winter,Rabi,December,2023,Red,High,Wedding Season,1384,35,2,6,5,5,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Chengalpattu,Autumn,Kharif,October,2024,Laterite,Medium,Diwali,2642,63,4,10,10,4,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Madurai,Summer,Kharif,June,2015,Red,Medium,Rath Yatra,1119,56,3,5,2,8,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Chengalpattu,Winter,Rabi,December,2011,Laterite,Medium,Christmas,39921,39,2,4,2,7,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Kallakurichi,Winter,Rabi,December,2019,Laterite,Medium,Christmas,3615,52,3,7,7,8,0,Staple grain used widely in festive meals and offerings
Sesame,Tamil Nadu,Krishnagiri,Summer,Kharif,May,2024,Laterite,High,Wedding Season,866,55,3,6,4,7,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Kallakurichi,Spring,Rabi,March,2020,Laterite,High,Holi,4826,29,2,10,8,7,1,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Tiruppur,Autumn,Kharif,July,2011,Black,High,Rath Yatra,4019,72,4,6,6,8,0,Staple grain used widely in festive meals and offerings
Millet,Tamil Nadu,Tiruvarur,Summer,Kharif,April,2015,Red,Medium,Vishu,1516,63,4,6,4,5,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Erode,Winter,Rabi,January,2011,Red,High,Pongal,912,31,2,3,1,4,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Kancheepuram,Autumn,Kharif,October,2018,Laterite,Medium,Navratri,840,53,3,3,2,8,0,Used for diya wicks and traditional textiles
Sugarcane,Tamil Nadu,Dindigul,Spring,Rabi,March,2011,Red,High,Holi,40488,64,4,10,10,7,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Tiruppur,Winter,Rabi,January,2016,Black,High,Pongal,2658,49,3,10,9,5,1,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Pudukkottai,Winter,Rabi,January,2022,Red,Medium,Makar Sankranti,3085,78,4,7,7,6,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Virudhunagar,Winter,Rabi,November,2013,Black,Medium,Diwali,3236,53,3,10,10,4,1,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Theni,Spring,Rabi,March,2021,Alluvial,Medium,Ram Navami,2874,28,2,6,6,8,1,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Ranipet,Spring,Rabi,March,2019,Alluvial,Medium,Ram Navami,719,32,2,7,6,6,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Ranipet,Winter,Rabi,December,2023,Alluvial,High,Christmas,1256,44,3,6,5,6,0,Traditional consumption and cultural preference during this period
